driver_id,trip_id,start_ts,end_ts,miles,night_miles,mean_speed,max_speed_over_limit,accel_events_per_100mi,brake_events_per_100mi,phone_use_ratio,rain_flag,incident_density,label
D 174,T000181,2025-09-10T09:12:54.871257,2025-09-10T09:40:54.871257,2.43,0.86,27.6,0.0,14.8,3.1,0.359,1,0.749,0
D 024,T000182,2025-08-26T22:55:54.871257,2025-08-26T23:18:54.871257,5.52,0.08,45.1,0.0,6.4,3.9,0.098,0,0.501,0
D 117,T000183,2025-08-27T13:02:54.871257,2025-08-27T13:23:54.871257,4.06,0.2,50.1,0.0,5.7,15.4,0.156,0,0.535,1
D 018,T000184,2025-08-27T17:53:54.871257,2025-08-27T18:14:54.871257,7.47,0.91,36.3,0.0,10.1,0.0,0.337,1,0.926,0
D 170,T000185,2025-08-02T03:50:54.871257,2025-08-02T04:03:54.871257,4.66,1.26,38.6,0.6,11.6,10.3,0.16,0,0.705,0
D 116,T000186,2025-08-16T19:24:54.871257,2025-08-16T19:39:54.871257,1.7,0.06,31.5,2.0,4.6,10.7,0.081,0,0.189,0
D 143,T000187,2025-08-11T15:28:54.871257,2025-08-11T15:52:54.871257,6.52,1.55,36.3,0.3,4.3,22.7,0.348,1,0.64,0
D 124,T000188,2025-09-05T11:10:54.871257,2025-09-05T11:39:54.871257,5.78,0.01,33.1,9.2,14.3,16.9,0.051,0,0.345,1
D 041,T000189,2025-08-31T23:21:54.871257,2025-09-01T00:13:54.871257,3.2,0.72,38.5,3.8,11.5,14.4,0.073,0,0.404,0
D 081,T000190,2025-09-03T04:23:54.871257,2025-09-03T05:03:54.871257,1.15,0.22,37.9,5.9,5.2,12.5,0.208,0,0.56,1
D 079,T000191,2025-07-24T09:14:54.871257,2025-07-24T09:37:54.871257,4.82,0.8,37.4,3.6,9.8,23.3,0.163,0,0.254,0
D 071,T000192,2025-07-25T00:13:54.871257,2025-07-25T00:25:54.871257,5.08,0.52,43.2,2.6,8.4,8.8,0.444,0,0.321,0
D 126,T000193,2025-08-27T19:36:54.871257,2025-08-27T19:53:54.871257,2.91,0.23,30.5,0.0,0.2,15.4,0.107,0,0.593,0
D 097,T000194,2025-08-21T13:17:54.871257,2025-08-21T13:43:54.871257,3.46,0.13,34.9,0.7,7.8,6.0,0.295,0,0.121,0
D 015,T000195,2025-07-26T08:35:54.871257,2025-07-26T08:52:54.871257,1.82,0.01,43.8,7.6,5.6,14.1,0.039,0,0.037,0
D 156,T000196,2025-08-07T14:58:54.871257,2025-08-07T15:27:54.871257,2.67,0.12,25.7,12.9,0.6,9.4,0.13,0,0.006,0
D 105,T000197,2025-09-06T21:09:54.871257,2025-09-06T21:36:54.871257,5.33,0.27,36.0,0.0,9.6,9.3,0.216,1,0.476,0
D 125,T000198,2025-08-16T12:04:54.871257,2025-08-16T12:46:54.871257,3.47,0.26,37.7,0.0,13.0,20.3,0.165,1,0.045,1
D 186,T000199,2025-08-21T19:34:54.871257,2025-08-21T20:17:54.871257,2.1,0.11,24.3,3.7,5.4,4.6,0.308,1,0.429,0
D 044,T000200,2025-08-11T21:26:54.871257,2025-08-11T22:04:54.871257,5.76,0.06,49.1,23.6,8.8,19.4,0.169,0,0.82,0
D 104,T000201,2025-09-13T14:39:54.871257,2025-09-13T15:17:54.871257,4.38,0.54,21.4,4.5,8.4,11.3,0.218,0,0.222,0
D 185,T000202,2025-09-12T08:30:54.871257,2025-09-12T09:13:54.871257,1.48,0.15,32.8,0.4,1.1,7.3,0.111,0,0.391,0
D 182,T000203,2025-08-16T16:37:54.871257,2025-08-16T16:55:54.871257,1.7,0.02,55.4,3.2,7.3,7.9,0.038,0,0.181,0
D 180,T000204,2025-09-11T11:39:54.871257,2025-09-11T12:08:54.871257,5.1,0.17,26.5,5.4,14.6,6.6,0.169,0,0.392,0
D 147,T000205,2025-08-29T00:54:54.871257,2025-08-29T01:50:54.871257,3.82,1.5,47.3,2.5,10.7,10.4,0.272,0,0.078,0
D 083,T000206,2025-08-25T09:51:54.871257,2025-08-25T10:24:54.871257,7.19,1.5,44.0,0.0,13.0,6.7,0.021,0,0.508,0
D 191,T000207,2025-09-11T12:51:54.871257,2025-09-11T13:28:54.871257,4.73,0.06,19.3,5.7,12.2,4.7,0.333,0,0.521,0
D 102,T000208,2025-09-10T03:31:54.871257,2025-09-10T04:05:54.871257,2.48,0.16,35.5,0.0,9.9,18.2,0.512,0,0.471,1
D 013,T000209,2025-07-28T02:48:54.871257,2025-07-28T03:22:54.871257,2.56,0.85,27.6,3.6,8.7,10.8,0.074,1,0.36,0
D 017,T000210,2025-07-20T06:57:54.871257,2025-07-20T07:03:54.871257,1.99,0.26,26.1,3.9,13.9,8.7,0.163,0,0.03,0
D 124,T000211,2025-08-15T14:00:54.871257,2025-08-15T14:30:54.871257,2.6,0.56,42.1,8.1,0.9,19.7,0.118,0,0.356,0
D 012,T000212,2025-08-25T21:46:54.871257,2025-08-25T22:23:54.871257,3.59,0.02,33.2,5.0,9.2,6.8,0.132,0,0.592,0
D 073,T000213,2025-07-24T05:04:54.871257,2025-07-24T05:21:54.871257,1.45,0.1,47.4,0.0,9.9,14.0,0.067,0,0.425,0
D 188,T000214,2025-09-10T08:53:54.871257,2025-09-10T09:26:54.871257,2.54,0.12,40.9,3.3,7.1,11.0,0.146,0,0.647,0
D 050,T000215,2025-09-04T12:52:54.871257,2025-09-04T13:10:54.871257,1.53,0.05,20.3,13.0,14.6,11.8,0.292,1,0.287,0
D 115,T000216,2025-09-09T04:43:54.871257,2025-09-09T04:59:54.871257,1.3,0.21,28.9,4.5,2.5,20.2,0.095,0,0.4,0
D 050,T000217,2025-08-02T07:40:54.871257,2025-08-02T08:03:54.871257,4.57,0.45,15.1,0.7,5.4,11.5,0.105,0,0.35,0
D 180,T000218,2025-08-25T15:42:54.871257,2025-08-25T16:03:54.871257,5.39,0.27,42.0,3.1,1.4,16.8,0.197,0,0.3,0
D 148,T000219,2025-09-05T22:52:54.871257,2025-09-05T23:04:54.871257,1.65,0.51,25.1,1.1,7.7,9.0,0.445,0,0.301,0
D 055,T000220,2025-07-30T02:46:54.871257,2025-07-30T02:55:54.871257,3.33,0.75,31.5,6.0,12.3,7.6,0.336,1,0.867,1
D 116,T000221,2025-09-01T15:48:54.871257,2025-09-01T16:13:54.871257,2.61,0.13,36.6,0.0,2.1,8.0,0.439,0,0.455,0
D 016,T000222,2025-08-15T13:25:54.871257,2025-08-15T13:55:54.871257,0.6,0.03,38.7,0.6,5.9,10.3,0.043,0,0.309,0
D 161,T000223,2025-09-07T03:37:54.871257,2025-09-07T03:45:54.871257,3.02,0.21,31.7,0.0,5.0,3.3,0.364,0,0.156,0
D 139,T000224,2025-08-06T08:11:54.871257,2025-08-06T08:31:54.871257,3.45,0.28,33.4,0.0,9.7,10.0,0.137,0,0.479,0
D 050,T000225,2025-09-11T10:40:54.871257,2025-09-11T11:01:54.871257,1.47,0.1,28.6,1.0,1.2,6.5,0.063,0,0.546,0
D 067,T000226,2025-07-30T05:03:54.871257,2025-07-30T05:10:54.871257,2.23,0.76,29.1,0.7,2.5,9.0,0.16,0,0.628,0
D 056,T000227,2025-08-04T20:29:54.871257,2025-08-04T20:58:54.871257,0.88,0.01,37.1,2.6,5.8,7.3,0.27,1,0.696,0
D 083,T000228,2025-08-19T20:30:54.871257,2025-08-19T20:40:54.871257,5.69,0.41,29.8,3.0,7.4,5.2,0.306,0,0.0,1
D 118,T000229,2025-08-17T16:08:54.871257,2025-08-17T16:40:54.871257,2.19,0.1,38.5,10.5,5.9,12.8,0.179,0,0.052,1
D 163,T000230,2025-09-03T00:14:54.871257,2025-09-03T00:57:54.871257,6.55,0.84,38.3,8.2,7.5,6.2,0.233,0,0.33,0
D 188,T000231,2025-08-24T02:24:54.871257,2025-08-24T02:39:54.871257,5.88,2.66,37.4,0.0,8.0,12.2,0.16,1,0.564,0
D 198,T000232,2025-08-07T10:16:54.871257,2025-08-07T10:52:54.871257,1.22,0.07,36.6,25.4,12.1,15.0,0.272,0,0.151,1
D 158,T000233,2025-08-31T12:56:54.871257,2025-08-31T13:11:54.871257,1.43,0.06,40.0,12.6,12.2,17.0,0.136,0,0.171,1
D 066,T000234,2025-09-08T08:32:54.871257,2025-09-08T09:13:54.871257,2.02,0.15,42.2,2.4,9.1,7.1,0.118,0,0.273,0
D 023,T000235,2025-09-04T10:09:54.871257,2025-09-04T10:38:54.871257,2.05,0.06,19.0,8.6,12.4,9.9,0.094,0,0.135,0
D 116,T000236,2025-08-09T01:37:54.871257,2025-08-09T01:42:54.871257,8.19,0.73,26.2,3.0,16.4,7.9,0.119,1,0.536,0
D 099,T000237,2025-08-01T18:30:54.871257,2025-08-01T19:03:54.871257,0.5,0.03,29.8,18.2,6.3,4.6,0.09,0,0.663,1
D 031,T000238,2025-09-03T23:14:54.871257,2025-09-03T23:32:54.871257,3.47,0.6,32.1,12.5,12.2,18.7,0.049,0,0.531,1
D 185,T000239,2025-08-25T09:39:54.871257,2025-08-25T10:09:54.871257,2.91,0.08,39.0,0.7,7.1,1.1,0.189,0,0.238,0
D 043,T000240,2025-08-10T13:58:54.871257,2025-08-10T14:03:54.871257,4.06,0.6,32.7,0.0,8.8,10.2,0.343,0,0.593,0
D 187,T000241,2025-07-18T05:39:54.871257,2025-07-18T06:14:54.871257,5.21,0.81,25.7,0.0,12.3,3.8,0.087,0,0.226,0
D 082,T000242,2025-07-26T07:47:54.871257,2025-07-26T08:21:54.871257,5.13,0.64,33.7,3.7,4.0,0.0,0.195,1,0.469,0
D 116,T000243,2025-08-14T23:41:54.871257,2025-08-15T00:09:54.871257,8.56,1.45,40.4,13.2,4.5,5.2,0.095,0,0.38,1
D 088,T000244,2025-09-01T07:04:54.871257,2025-09-01T07:49:54.871257,2.68,0.03,32.7,6.0,0.0,13.9,0.049,0,0.546,0
D 076,T000245,2025-08-03T23:55:54.871257,2025-08-04T00:41:54.871257,3.07,0.38,42.1,0.0,6.6,3.6,0.091,0,0.558,0
D 148,T000246,2025-07-19T05:16:54.871257,2025-07-19T05:50:54.871257,2.95,0.26,33.7,5.6,10.7,12.5,0.177,0,0.164,0
D 102,T000247,2025-08-08T01:07:54.871257,2025-08-08T01:31:54.871257,3.25,0.44,30.1,2.5,15.9,3.7,0.261,0,0.472,0
D 174,T000248,2025-07-22T12:42:54.871257,2025-07-22T13:02:54.871257,4.57,0.45,50.5,4.2,3.6,3.8,0.151,1,0.606,0
D 014,T000249,2025-08-09T05:18:54.871257,2025-08-09T05:34:54.871257,1.42,0.25,19.4,1.1,0.0,16.9,0.256,0,0.319,0
D 150,T000250,2025-07-30T05:48:54.871257,2025-07-30T06:20:54.871257,2.58,0.1,39.8,0.2,4.3,8.1,0.086,1,0.697,0
D 011,T000251,2025-08-10T18:48:54.871257,2025-08-10T19:14:54.871257,4.0,0.06,31.9,12.9,5.9,1.7,0.164,0,0.35,1
D 016,T000252,2025-08-31T15:17:54.871257,2025-08-31T15:41:54.871257,2.37,0.18,33.2,2.7,7.9,15.2,0.1,0,0.348,0
D 176,T000253,2025-07-28T02:30:54.871257,2025-07-28T02:35:54.871257,3.39,0.53,32.4,0.0,13.8,13.2,0.017,0,0.409,0
D 136,T000254,2025-08-10T12:34:54.871257,2025-08-10T13:16:54.871257,10.34,0.04,41.6,1.6,9.3,5.9,0.05,1,0.629,1
D 042,T000255,2025-08-14T15:23:54.871257,2025-08-14T15:53:54.871257,5.54,0.62,66.4,0.0,5.0,5.7,0.122,0,0.594,0
D 023,T000256,2025-09-06T08:51:54.871257,2025-09-06T09:28:54.871257,3.9,0.62,35.2,0.0,2.1,0.0,0.076,0,0.36,0
D 155,T000257,2025-09-09T05:14:54.871257,2025-09-09T05:19:54.871257,3.25,0.06,19.3,0.0,11.3,10.0,0.379,1,0.511,1
D 026,T000258,2025-08-05T00:51:54.871257,2025-08-05T01:20:54.871257,5.87,0.12,38.3,2.0,8.9,10.0,0.302,0,0.281,0
D 100,T000259,2025-07-22T11:45:54.871257,2025-07-22T12:27:54.871257,5.79,0.65,32.7,0.4,3.7,10.4,0.322,0,0.185,0
D 173,T000260,2025-08-20T21:03:54.871257,2025-08-20T21:31:54.871257,2.87,0.21,34.0,9.9,9.6,20.6,0.185,0,0.288,0
D 140,T000261,2025-09-12T21:29:54.871257,2025-09-12T21:50:54.871257,2.06,0.45,28.7,2.6,9.6,20.7,0.032,0,0.041,0
D 076,T000262,2025-07-23T19:10:54.871257,2025-07-23T19:51:54.871257,4.32,0.43,28.2,1.6,15.5,3.9,0.087,0,0.579,0
D 032,T000263,2025-08-24T23:45:54.871257,2025-08-25T00:27:54.871257,1.36,0.2,35.7,9.5,14.8,10.4,0.257,0,0.207,0
D 125,T000264,2025-08-18T06:37:54.871257,2025-08-18T07:14:54.871257,2.99,0.17,44.7,4.4,18.5,0.0,0.103,1,0.478,0
D 102,T000265,2025-08-27T02:54:54.871257,2025-08-27T03:17:54.871257,3.84,0.78,21.0,6.3,0.2,19.3,0.205,0,0.427,0
D 103,T000266,2025-08-12T01:11:54.871257,2025-08-12T02:06:54.871257,2.24,0.22,33.8,0.0,11.8,21.4,0.198,0,0.242,0
D 189,T000267,2025-07-28T21:15:54.871257,2025-07-28T21:25:54.871257,4.67,0.35,22.5,12.0,7.7,0.0,0.108,0,0.282,0
D 115,T000268,2025-08-21T13:58:54.871257,2025-08-21T14:18:54.871257,4.55,0.2,39.3,5.2,12.2,13.1,0.292,0,0.41,0
D 015,T000269,2025-08-06T05:44:54.871257,2025-08-06T06:04:54.871257,2.44,0.12,33.0,1.9,7.5,15.9,0.046,0,0.226,0
D 114,T000270,2025-09-08T10:19:54.871257,2025-09-08T10:57:54.871257,5.13,0.37,27.0,5.3,0.0,13.8,0.178,0,0.732,0
D 088,T000271,2025-08-19T11:21:54.871257,2025-08-19T11:49:54.871257,1.31,0.33,32.7,0.5,18.6,10.2,0.003,0,0.252,0
D 066,T000272,2025-07-29T08:42:54.871257,2025-07-29T09:15:54.871257,4.58,0.05,32.8,23.6,12.1,10.6,0.295,0,0.184,1
D 133,T000273,2025-09-13T12:39:54.871257,2025-09-13T13:13:54.871257,9.2,0.37,35.9,0.0,11.5,14.4,0.15,0,0.551,0
D 183,T000274,2025-08-21T07:16:54.871257,2025-08-21T07:46:54.871257,5.14,0.2,39.2,1.5,10.6,14.9,0.212,0,0.563,0
D 041,T000275,2025-09-08T19:30:54.871257,2025-09-08T19:51:54.871257,0.66,0.02,30.3,1.9,14.5,7.2,0.336,0,0.788,0
D 181,T000276,2025-08-19T07:23:54.871257,2025-08-19T08:16:54.871257,3.99,0.45,25.3,0.0,1.7,14.1,0.038,0,0.483,0
D 198,T000277,2025-07-24T17:38:54.871257,2025-07-24T18:16:54.871257,2.5,0.74,39.6,4.3,11.8,4.1,0.164,0,0.248,0
D 036,T000278,2025-08-05T22:34:54.871257,2025-08-05T23:18:54.871257,3.97,1.22,33.8,2.1,14.2,15.9,0.061,0,0.489,0
D 136,T000279,2025-07-29T11:48:54.871257,2025-07-29T12:09:54.871257,3.91,0.31,30.6,0.0,7.7,6.1,0.092,0,0.728,0
D 195,T000280,2025-08-29T07:13:54.871257,2025-08-29T07:28:54.871257,0.89,0.05,32.7,0.8,0.0,10.2,0.192,0,0.655,0
D 064,T000281,2025-08-31T23:52:54.871257,2025-08-31T23:58:54.871257,2.69,0.34,32.1,1.4,14.8,8.2,0.067,0,0.378,1
D 131,T000282,2025-08-09T01:11:54.871257,2025-08-09T01:40:54.871257,4.67,1.02,25.5,3.1,11.8,7.3,0.048,0,0.462,0
D 147,T000283,2025-08-24T04:59:54.871257,2025-08-24T05:22:54.871257,1.27,0.13,34.8,3.6,13.5,1.1,0.207,0,0.021,0
D 065,T000284,2025-09-12T16:45:54.871257,2025-09-12T17:07:54.871257,2.03,0.29,24.5,0.0,7.5,17.0,0.161,0,0.646,0
D 176,T000285,2025-07-22T01:34:54.871257,2025-07-22T02:00:54.871257,1.91,0.06,31.2,5.1,9.8,12.1,0.172,0,0.209,0
D 171,T000286,2025-07-28T15:36:54.871257,2025-07-28T16:13:54.871257,8.99,0.21,37.1,8.4,4.9,9.6,0.014,0,0.368,1
D 032,T000287,2025-08-28T16:37:54.871257,2025-08-28T17:00:54.871257,2.32,0.0,47.1,6.4,0.0,10.5,0.131,0,0.377,0
D 045,T000288,2025-08-07T03:27:54.871257,2025-08-07T03:40:54.871257,6.2,0.08,38.9,3.7,1.1,11.8,0.234,1,0.094,0
D 104,T000289,2025-08-27T09:30:54.871257,2025-08-27T09:56:54.871257,5.24,0.38,45.6,0.0,13.0,7.3,0.213,1,0.91,1
D 143,T000290,2025-09-05T18:56:54.871257,2025-09-05T19:21:54.871257,2.1,0.12,44.4,0.0,6.2,13.9,0.023,0,0.36,0
D 024,T000291,2025-09-02T20:45:54.871257,2025-09-02T21:18:54.871257,3.67,0.5,44.1,2.0,0.0,8.5,0.261,0,0.334,0
D 013,T000292,2025-08-15T23:33:54.871257,2025-08-15T23:38:54.871257,2.14,0.43,39.2,0.5,7.1,10.2,0.152,1,0.734,1
D 009,T000293,2025-08-04T12:18:54.871257,2025-08-04T12:36:54.871257,4.01,0.26,31.8,0.0,11.4,8.7,0.263,0,0.554,0
D 190,T000294,2025-07-31T13:52:54.871257,2025-07-31T14:15:54.871257,7.14,0.05,33.7,0.0,9.6,11.2,0.165,0,0.572,0
D 020,T000295,2025-08-14T16:09:54.871257,2025-08-14T16:38:54.871257,2.35,0.46,34.1,0.0,11.6,12.0,0.219,0,0.22,0
D 052,T000296,2025-07-20T04:49:54.871257,2025-07-20T05:16:54.871257,4.25,0.75,43.0,3.4,9.6,0.2,0.078,0,0.241,0
D 197,T000297,2025-08-19T07:17:54.871257,2025-08-19T07:43:54.871257,2.1,0.02,25.3,3.5,3.2,7.9,0.064,0,0.057,0
D 022,T000298,2025-07-28T00:16:54.871257,2025-07-28T00:29:54.871257,3.26,1.15,30.8,0.0,7.2,9.8,0.097,0,0.595,0
D 142,T000299,2025-09-12T05:17:54.871257,2025-09-12T05:45:54.871257,2.64,0.35,28.5,0.7,3.3,2.0,0.267,0,0.29,1
D 127,T000300,2025-07-29T13:44:54.871257,2025-07-29T14:14:54.871257,3.63,0.46,30.7,3.6,8.4,16.2,0.164,0,0.458,0
D 192,T000301,2025-08-20T14:52:54.871257,2025-08-20T15:19:54.871257,1.34,0.11,25.7,8.9,4.6,10.2,0.234,1,0.563,0
D 144,T000302,2025-08-20T10:10:54.871257,2025-08-20T11:01:54.871257,5.07,0.03,23.3,4.1,8.1,3.1,0.079,1,0.906,0
D 026,T000303,2025-08-08T05:35:54.871257,2025-08-08T06:02:54.871257,2.17,0.03,39.6,10.6,8.7,9.3,0.008,0,0.688,0
D 136,T000304,2025-08-26T09:43:54.871257,2025-08-26T10:19:54.871257,8.31,0.06,29.2,0.0,0.0,11.7,0.15,0,0.019,0
D 058,T000305,2025-08-09T05:23:54.871257,2025-08-09T05:44:54.871257,2.81,0.12,16.3,7.6,10.0,8.8,0.194,1,0.552,0
D 073,T000306,2025-07-29T02:27:54.871257,2025-07-29T03:26:54.871257,1.33,0.41,35.7,0.2,6.1,1.8,0.411,1,0.676,0
D 087,T000307,2025-09-03T10:08:54.871257,2025-09-03T10:52:54.871257,1.18,0.07,32.2,7.1,13.5,7.7,0.194,1,0.608,0
D 051,T000308,2025-09-04T11:17:54.871257,2025-09-04T11:22:54.871257,2.05,0.22,33.2,5.7,7.6,9.3,0.126,1,0.225,0
D 161,T000309,2025-09-09T03:40:54.871257,2025-09-09T03:54:54.871257,5.25,0.49,31.4,0.6,4.8,0.0,0.107,0,0.54,0
D 124,T000310,2025-09-10T22:19:54.871257,2025-09-10T22:48:54.871257,6.31,2.9,21.6,8.9,11.4,0.0,0.037,1,0.47,0
D 050,T000311,2025-08-26T23:31:54.871257,2025-08-26T23:52:54.871257,6.08,0.95,49.7,11.3,9.4,1.3,0.416,0,0.179,0
D 183,T000312,2025-08-31T10:04:54.871257,2025-08-31T10:35:54.871257,3.81,0.9,26.0,14.8,8.5,3.8,0.047,1,0.687,0
D 017,T000313,2025-07-27T04:59:54.871257,2025-07-27T05:28:54.871257,3.48,1.19,28.6,9.4,9.2,11.4,0.176,0,0.287,0
D 075,T000314,2025-08-28T13:24:54.871257,2025-08-28T13:58:54.871257,1.6,0.12,25.1,1.6,2.6,6.8,0.121,1,0.627,0
D 117,T000315,2025-08-09T09:48:54.871257,2025-08-09T10:08:54.871257,5.21,0.12,38.7,7.1,12.8,17.3,0.428,0,0.0,0
D 065,T000316,2025-09-04T03:57:54.871257,2025-09-04T04:42:54.871257,2.37,0.39,25.8,0.0,9.5,2.7,0.306,1,0.891,0
D 120,T000317,2025-08-13T23:38:54.871257,2025-08-14T00:08:54.871257,5.5,1.87,29.5,4.4,17.0,13.4,0.069,1,0.546,0
D 045,T000318,2025-07-22T08:45:54.871257,2025-07-22T09:03:54.871257,4.13,0.03,31.2,7.3,8.6,20.1,0.106,0,0.496,0
D 089,T000319,2025-07-17T12:26:54.871257,2025-07-17T12:49:54.871257,2.18,0.03,31.2,0.0,10.7,5.6,0.353,1,0.293,0
D 088,T000320,2025-08-27T00:55:54.871257,2025-08-27T01:19:54.871257,3.27,0.83,45.8,3.6,1.3,17.4,0.279,0,0.541,0
D 172,T000321,2025-09-01T16:51:54.871257,2025-09-01T17:13:54.871257,3.11,0.0,39.5,11.9,19.0,21.4,0.085,1,0.477,1
D 091,T000322,2025-08-17T05:51:54.871257,2025-08-17T06:14:54.871257,6.24,0.27,11.4,0.0,17.0,17.5,0.091,0,0.492,0
D 075,T000323,2025-08-10T14:42:54.871257,2025-08-10T15:18:54.871257,0.72,0.02,30.8,2.1,1.9,4.4,0.464,0,0.791,0
D 143,T000324,2025-08-27T12:38:54.871257,2025-08-27T13:20:54.871257,1.29,0.06,18.7,13.3,6.9,15.7,0.015,0,0.674,0
D 039,T000325,2025-09-11T03:56:54.871257,2025-09-11T04:51:54.871257,8.43,4.16,51.3,0.8,1.5,3.5,0.128,0,0.674,0
D 051,T000326,2025-08-10T02:27:54.871257,2025-08-10T03:17:54.871257,5.84,0.65,32.3,6.1,13.2,21.0,0.095,0,0.704,0
D 117,T000327,2025-08-25T01:14:54.871257,2025-08-25T01:30:54.871257,5.68,0.4,43.4,2.6,5.4,21.8,0.203,1,0.822,0
D 101,T000328,2025-08-29T11:39:54.871257,2025-08-29T12:00:54.871257,5.03,0.16,39.2,3.6,7.0,7.9,0.104,0,0.493,0
D 154,T000329,2025-09-06T10:05:54.871257,2025-09-06T10:50:54.871257,2.62,0.11,37.5,0.0,3.5,7.9,0.074,0,0.381,0
D 022,T000330,2025-07-20T05:33:54.871257,2025-07-20T06:04:54.871257,2.46,0.32,14.3,6.0,4.8,15.0,0.061,0,0.728,0
D 083,T000331,2025-09-06T00:54:54.871257,2025-09-06T01:15:54.871257,5.94,0.85,39.5,1.0,5.8,20.8,0.207,1,0.571,0
D 011,T000332,2025-09-01T19:08:54.871257,2025-09-01T19:22:54.871257,2.33,0.14,23.7,6.8,5.2,6.9,0.12,0,0.296,0
D 184,T000333,2025-08-22T10:20:54.871257,2025-08-22T11:08:54.871257,4.85,0.19,42.9,1.7,4.8,2.0,0.273,0,0.7,1
D 051,T000334,2025-08-02T02:43:54.871257,2025-08-02T02:55:54.871257,4.14,0.96,21.3,0.2,4.7,6.9,0.023,0,0.327,0
D 001,T000335,2025-08-07T11:43:54.871257,2025-08-07T12:28:54.871257,1.57,0.06,38.3,4.8,4.6,13.0,0.117,0,0.354,1
D 047,T000336,2025-08-12T19:49:54.871257,2025-08-12T20:18:54.871257,3.19,0.02,28.1,27.5,9.2,10.7,0.132,0,0.275,0
D 184,T000337,2025-09-08T08:28:54.871257,2025-09-08T09:05:54.871257,1.74,0.02,30.3,3.0,11.7,8.4,0.286,0,0.151,1
D 133,T000338,2025-07-17T18:51:54.871257,2025-07-17T18:58:54.871257,2.79,0.17,42.5,2.4,9.4,13.0,0.085,0,0.3,0
D 024,T000339,2025-08-03T18:10:54.871257,2025-08-03T18:40:54.871257,1.62,0.02,32.2,3.4,3.5,13.2,0.225,0,0.636,1
D 130,T000340,2025-08-09T19:13:54.871257,2025-08-09T19:26:54.871257,1.3,0.02,44.1,5.6,10.8,5.8,0.418,1,0.629,0
D 175,T000341,2025-09-03T23:01:54.871257,2025-09-03T23:06:54.871257,1.15,0.12,31.3,2.7,10.5,10.1,0.1,0,0.708,1
D 040,T000342,2025-07-31T16:52:54.871257,2025-07-31T17:00:54.871257,3.37,0.19,39.2,2.0,11.3,13.3,0.015,0,0.184,1
D 169,T000343,2025-07-26T07:28:54.871257,2025-07-26T07:40:54.871257,4.77,0.25,35.7,11.6,10.5,9.8,0.194,0,0.432,1
D 069,T000344,2025-08-26T15:14:54.871257,2025-08-26T15:41:54.871257,5.52,2.43,42.1,13.1,12.5,5.7,0.109,0,0.717,0
D 166,T000345,2025-09-06T15:06:54.871257,2025-09-06T15:22:54.871257,1.28,0.18,37.6,2.8,4.0,11.1,0.076,0,0.545,0
D 151,T000346,2025-07-27T20:40:54.871257,2025-07-27T21:17:54.871257,3.2,0.3,32.2,3.2,0.0,12.2,0.195,0,0.372,1
D 196,T000347,2025-08-25T09:01:54.871257,2025-08-25T09:33:54.871257,2.88,0.06,12.4,2.4,14.1,4.6,0.094,0,0.513,0
D 141,T000348,2025-09-06T16:13:54.871257,2025-09-06T16:44:54.871257,2.57,0.03,48.5,4.9,3.3,9.3,0.191,0,0.497,0
D 079,T000349,2025-07-24T19:35:54.871257,2025-07-24T19:43:54.871257,3.74,0.2,31.3,0.0,7.0,4.4,0.142,1,0.618,0
D 125,T000350,2025-08-18T14:52:54.871257,2025-08-18T15:04:54.871257,3.63,0.23,26.3,5.5,4.5,14.6,0.144,0,0.184,0
D 081,T000351,2025-08-10T03:53:54.871257,2025-08-10T04:11:54.871257,1.58,0.27,36.5,4.4,17.5,12.1,0.234,1,0.26,0
D 033,T000352,2025-09-02T04:44:54.871257,2025-09-02T05:01:54.871257,7.98,2.08,14.1,0.0,0.2,3.7,0.386,0,0.439,0
D 180,T000353,2025-07-19T00:05:54.871257,2025-07-19T00:37:54.871257,2.06,0.79,29.0,0.0,6.9,4.7,0.073,0,0.26,0
D 104,T000354,2025-09-09T18:54:54.871257,2025-09-09T19:25:54.871257,5.33,0.2,36.4,15.2,9.5,0.0,0.042,1,0.156,0
D 104,T000355,2025-07-20T02:12:54.871257,2025-07-20T02:35:54.871257,1.57,0.91,51.8,3.8,9.4,16.9,0.169,0,0.081,0
D 165,T000356,2025-07-31T05:46:54.871257,2025-07-31T06:20:54.871257,4.41,0.24,37.0,0.0,3.5,0.0,0.037,0,0.539,0
D 131,T000357,2025-07-24T11:15:54.871257,2025-07-24T11:25:54.871257,0.69,0.06,48.1,5.6,11.7,6.4,0.038,1,0.659,1
D 019,T000358,2025-09-01T13:36:54.871257,2025-09-01T14:23:54.871257,1.73,0.11,21.3,0.0,0.0,17.5,0.187,0,0.446,0
D 047,T000359,2025-07-23T04:35:54.871257,2025-07-23T04:48:54.871257,6.04,1.69,42.8,6.5,2.3,12.2,0.262,0,0.193,0
D 014,T000360,2025-09-12T00:10:54.871257,2025-09-12T00:32:54.871257,3.38,0.45,37.0,6.3,4.7,2.7,0.112,1,0.912,0
D 149,T000361,2025-08-23T21:48:54.871257,2025-08-23T22:25:54.871257,5.28,0.28,48.8,4.5,6.4,6.5,0.064,1,0.277,1
D 105,T000362,2025-08-10T14:00:54.871257,2025-08-10T14:24:54.871257,1.9,0.17,44.4,2.9,5.8,12.8,0.124,0,0.316,0
D 033,T000363,2025-08-28T22:46:54.871257,2025-08-28T23:05:54.871257,5.89,0.69,47.2,0.0,12.5,16.1,0.075,0,0.266,0
